ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),distance_km
0x823a ,HYDRES12DEL02 ,29,5,17.429585,78.392621,17.559585,78.522621,2/3/2022,17:15:00,17:30:00,conditions Sunny,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 17,32.2111
0xaddd ,COIMBRES02DEL02 ,27,4.8,11.022477,76.995667,11.102477,77.075667,14-03-2022,22:50:00,23:05:00,conditions Fog,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,16.7933
0xc9ef ,BHPRES08DEL01 ,29,4.9,23.232537,77.429845,23.242537,77.439845,13-02-2022,8:25:00,8:40:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 11,3.0243
0x4d43 ,RANCHIRES13DEL02 ,35,4.6,23.374989,85.335486,23.504989,85.465486,6/4/2022,18:50:00,18:55:00,conditions Stormy,Medium ,2,Buffet ,scooter ,1,No ,Urban ,(min) 27,23.5677
0x470f ,MUMRES02DEL02 ,33,5,19.221315,72.862381,19.241315,72.882381,13-03-2022,11:10:00,11:25:00,conditions Cloudy,High ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 31,5.0763
0x1993 ,JAPRES14DEL03 ,32,4.7,26.88842,75.800689,26.97842,75.890689,8/3/2022,23:45:00,23:55:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 27,18.4922
0xbdce ,BANGRES04DEL03 ,33,3.8,12.98041,77.640489,13.07041,77.730489,18-03-2022,18:45:00,18:50:00,conditions Stormy,Medium ,1,Meal ,motorcycle ,2,No ,Urban ,(min) 37,18.3813
0x2664 ,HYDRES16DEL02 ,34,4.9,17.440827,78.393391,17.460827,78.413391,26-03-2022,10:15:00,10:20:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 22,4.3769
0xe273 ,KOLRES05DEL01 ,26,4.6,22.527893,88.368628,22.637893,88.478628,14-02-2022,0:00:00,0:10:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 22,24.3472
0x8352 ,INDORES13DEL03 ,38,4.4,22.745049,75.892471,22.805049,75.952471,3/3/2022,23:10:00,23:15:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,13.2209
0x58eb ,HYDRES12DEL03 ,20,4.8,17.429585,78.392621,17.459585,78.422621,13-03-2022,23:45:00,23:50:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 19,8.2106
0x6244 ,COIMBRES05DEL03 ,22,4.1,11.022169,76.999594,11.112169,77.089594,8/3/2022,17:25:00,17:40:00,conditions Cloudy,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 36,22.6592
0x95bc ,JAPRES02DEL02 ,35,4.7,26.914142,75.805704,26.994142,75.885704,23-03-2022,21:00:00,21:10:00,conditions Sunny,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 23,17.8693
0x1972 ,CHENRES07DEL01 ,27,4.1,13.081878,80.248519,13.091878,80.258519,3/3/2022,10:55:00,11:10:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 23,2.1013
0xb480 ,CHENRES09DEL01 ,28,4.9,13.044694,80.26147,13.084694,80.30147,5/4/2022,12:35:00,12:50:00,conditions Fog,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 21,8.6262
0xb39 ,JAPRES11DEL02 ,36,4.8,26.90294,75.793007,26.95294,75.843007,13-03-2022,22:30:00,22:35:00,conditions Windy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 26,9.7635
0x121d ,JAPRES07DEL01 ,32,4.7,26.766536,75.837333,26.836536,75.907333,8/3/2022,17:15:00,17:20:00,conditions Stormy,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26,15.7936
0x9ad2 ,RANCHIRES17DEL03 ,36,4.3,23.374878,85.335739,23.464878,85.425739,23-03-2022,18:30:00,18:40:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 38,18.3634
0xa6dd ,MYSRES18DEL02 ,36,4.7,12.337928,76.617889,12.357928,76.637889,26-03-2022,10:30:00,10:45:00,conditions Sandstorms,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 28,4.8129
0x7b46 ,RANCHIRES06DEL01 ,23,4.9,23.357804,85.325146,23.397804,85.365146,17-03-2022,12:30:00,12:40:00,conditions Fog,High ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 28,8.1258
0xa223 ,JAPRES13DEL03 ,28,5,26.846156,75.8023,26.936156,75.8923,2/4/2022,19:30:00,19:35:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,3,Yes ,Metropolitian ,(min) 49,19.7571
0x742b ,PUNERES02DEL01 ,27,4.7,18.55144,73.804855,18.59144,73.844855,30-03-2022,16:25:00,16:35:00,conditions Stormy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 28,8.5828
0x9aa4 ,VADRES19DEL02 ,26,4.6,22.311844,73.165081,22.361844,73.215081,1/4/2022,17:15:00,17:20:00,conditions Fog,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 13,10.3332
0x5211 ,RANCHIRES18DEL01 ,35,4.7,23.351489,85.324253,23.391489,85.364253,7/3/2022,13:15:00,13:25:00,conditions Stormy,High ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 44,7.8012
0x5b8e ,MUMRES01DEL02 ,24,4.5,19.12663,72.829976,19.14663,72.849976,30-03-2022,8:40:00,8:50:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23,5.2399
0x6af7 ,JAPRES08DEL01 ,35,4,26.910262,75.783013,26.980262,75.853013,23-03-2022,20:55:00,21:05:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,2,No ,Semi-Urban ,(min) 50,13.0457
0x8418 ,PUNERES02DEL02 ,25,4.9,18.55144,73.804855,18.57144,73.824855,24-03-2022,9:55:00,10:05:00,conditions Windy,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 16,4.4972
0xac8e ,PUNERES16DEL01 ,35,4.3,18.536718,73.830327,18.576718,73.870328,9/3/2022,16:40:00,16:55:00,conditions Sandstorms,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 33,11.3494
0x65e3 ,MUMRES09DEL01 ,35,4.7,18.994049,72.825203,19.064049,72.895203,31-03-2022,23:15:00,23:25:00,conditions Cloudy,Low ,2,Meal ,motorcycle ,1,No ,Urban ,(min) 28,12.1053
0xcb6e ,DEHRES06DEL03 ,20,4.6,30.361281,78.068022,30.391281,78.098022,17-02-2022,18:20:00,18:25:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24,6.1391
0xb408 ,HYDRES19DEL03 ,38,3.7,17.458998,78.500366,17.548998,78.590366,16-03-2022,19:10:00,19:15:00,conditions Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 39,20.4196
0x18ad ,INDORES11DEL03 ,38,4.8,22.751234,75.88949,22.841234,75.97949,10/3/2022,22:10:00,22:15:00,conditions Stormy,Low ,2,Drinks ,scooter ,1,No ,Urban ,(min) 17,17.0457
0xc5c7 ,ALHRES19DEL03 ,29,4.9,25.457116,81.859682,25.547116,81.949682,16-02-2022,18:40:00,18:55:00,conditions Stormy,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 29,18.5886
0x99ec ,VADRES05DEL01 ,28,5,22.310526,73.170937,22.380526,73.240937,6/4/2022,23:25:00,23:40:00,conditions Stormy,Low ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 15,18.2302
0xbbc9 ,PUNERES06DEL03 ,39,4.7,18.546258,73.904337,18.636258,73.994337,4/4/2022,19:55:00,20:10:00,conditions Sandstorms,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,18.8245
0x4dd0 ,COIMBRES12DEL01 ,30,5,11.000762,76.981876,11.110762,77.091876,12/3/2022,22:20:00,22:30:00,conditions Windy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 25,24.9249
0xb53a ,CHENRES14DEL03 ,29,4.7,13.026279,80.174568,13.056279,80.204568,15-03-2022,19:55:00,20:00:00,conditions Cloudy,Jam ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 25,6.4349
0x5fb6 ,INDORES16DEL03 ,30,5,22.744648,75.894377,22.804648,75.954377,9/3/2022,22:30:00,22:40:00,conditions Cloudy,Low ,1,Buffet ,scooter ,0,No ,Urban ,(min) 16,13.9196
0x1465 ,COIMBRES19DEL03 ,21,4.6,11.022298,76.998349,11.052298,77.028349,17-03-2022,20:35:00,20:40:00,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 25,6.8762
0x1654 ,HYDRES03DEL02 ,20,4.8,17.422819,78.449578,17.472819,78.499578,13-03-2022,18:00:00,18:10:00,conditions Windy,Medium ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 23,11.0021
0x62db ,PUNERES04DEL01 ,21,5,18.51421,73.838429,18.52421,73.848429,26-03-2022,8:20:00,8:25:00,conditions Sunny,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 15,2.0719
0xa1be ,JAPRES07DEL03 ,24,4.8,26.766536,75.837333,26.906536,75.977333,12/3/2022,21:10:00,21:25:00,conditions Sunny,Jam ,2,Snack ,scooter ,1,No ,NaN ,(min) 18,38.1775
0x1948 ,SURRES08DEL03 ,29,4,21.173343,72.792731,21.233343,72.852731,1/4/2022,22:20:00,22:25:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 21,11.2934
0x3cff ,CHENRES09DEL03 ,29,4.7,13.044694,80.26147,13.134694,80.35147,2/3/2022,23:10:00,23:20:00,conditions Fog,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 24,12.7148
0x6881 ,SURRES02DEL02 ,26,4.7,21.186608,72.794136,21.206608,72.814136,28-03-2022,9:50:00,9:55:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 19,3.4398
0x7d96 ,COIMBRES06DEL03 ,26,4,11.021278,76.995017,11.111278,77.085017,31-03-2022,21:10:00,21:25:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 36,21.6347
0xa317 ,COIMBRES15DEL02 ,25,4.1,11.006686,76.951736,11.026686,76.971736,15-03-2022,10:00:00,10:05:00,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 19,4.2118
0xab9e ,VADRES14DEL02 ,33,4.8,22.311603,73.165012,22.331603,73.185012,1/3/2022,10:55:00,11:05:00,conditions Sunny,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 14,4.1224
0xb60 ,MUMRES010DEL03 ,27,4.6,19.003517,72.82765,19.033517,72.85765,5/4/2022,19:55:00,20:00:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,0,No ,NaN ,(min) 20,5.8258
0xa861 ,VADRES19DEL01 ,22,4.9,22.311844,73.165081,22.381844,73.235081,18-03-2022,18:45:00,18:55:00,conditions Sandstorms,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 29,14.6907
0x22d5 ,COIMBRES01DEL02 ,30,4.4,11.016298,76.972076,11.146298,77.102076,16-03-2022,21:25:00,21:40:00,conditions Stormy,Jam ,1,Snack ,scooter ,0,No ,Urban ,(min) 32,26.3647
0x5d3f ,PUNERES18DEL02 ,31,4.6,18.593481,73.785901,18.643481,73.835901,9/3/2022,21:10:00,21:15:00,conditions Stormy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 25,11.0116
0x91f2 ,MYSRES12DEL03 ,28,4.9,12.284747,76.625861,12.344747,76.685861,13-03-2022,20:15:00,20:25:00,conditions Windy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 22,14.2525
0x5daf ,INDORES02DEL02 ,20,4.9,22.651847,75.881991,22.701847,75.931991,15-03-2022,20:25:00,20:35:00,conditions Stormy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 22,10.5371
0xc7b2 ,DEHRES08DEL03 ,35,4.1,30.359722,78.067079,30.449722,78.157079,16-02-2022,20:30:00,20:45:00,conditions Fog,Jam ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 44,33.5352
0x70ef ,INDORES12DEL01 ,31,5,22.74806,75.8934,22.75806,75.9034,26-03-2022,12:00:00,12:10:00,conditions Stormy,High ,2,Buffet ,scooter ,1,No ,Urban ,(min) 29,1.9761
0xa167 ,SURRES05DEL02 ,22,4.8,21.175104,72.804342,21.225104,72.854342,24-03-2022,20:50:00,20:55:00,conditions Windy,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 12,9.8605
0x2ba6 ,PUNERES16DEL03 ,29,4.6,18.536718,73.830327,18.566719,73.860327,9/3/2022,20:20:00,20:30:00,conditions Sunny,Jam ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 18,6.1537
0x81ad ,INDORES02DEL01 ,37,5,22.651847,75.881991,22.721847,75.951991,10/3/2022,20:10:00,20:25:00,conditions Windy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 28,14.4457
0x2b2a ,SURRES09DEL03 ,33,4.7,21.175975,72.795503,21.205975,72.825503,3/3/2022,22:50:00,23:00:00,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 25,6.0068
0xa962 ,JAPRES02DEL01 ,39,4.9,26.914142,75.805704,26.984142,75.875704,4/3/2022,23:50:00,23:55:00,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 25,15.6062
0xda07 ,AGRRES010DEL03 ,33,4.9,27.163303,78.057044,27.193303,78.087044,13-02-2022,23:15:00,23:30:00,conditions Fog,Low ,2,Drinks ,electric_scooter ,NaN ,No ,Metropolitian ,(min) 18,5.8585
0xa8be ,HYDRES15DEL03 ,32,4.3,17.45971,78.368855,17.48971,78.398855,1/3/2022,23:50:00,0:05:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 30,8.0029
0x5c96 ,MUMRES09DEL01 ,39,4.9,18.994049,72.825203,19.004049,72.835203,3/4/2022,11:10:00,11:25:00,conditions Windy,High ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 25,2.9916
0x99fd ,INDORES12DEL03 ,25,4.9,22.74806,75.8934,22.83806,75.9834,6/4/2022,19:25:00,19:40:00,conditions Stormy,Jam ,2,Meal ,electric_scooter ,NaN ,No ,Urban ,(min) 29,16.3184
0x7d22 ,SURRES13DEL02 ,26,5,21.170096,72.789122,21.250096,72.869122,12/3/2022,21:55:00,22:10:00,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 39,15.7518
0x684a ,PUNERES01DEL02 ,39,4.3,18.569156,73.774723,18.619156,73.824723,1/3/2022,21:10:00,21:20:00,conditions Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 37,14.0019
0x88b7 ,MYSRES12DEL02 ,21,4.9,12.284747,76.625861,12.364747,76.705861,4/4/2022,19:35:00,19:40:00,conditions Windy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 19,16.0256
0xaee0 ,PUNERES13DEL02 ,32,4.9,18.56245,73.916619,18.58245,73.936619,28-03-2022,9:30:00,9:40:00,conditions Stormy,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 26,6.9694
0x8ea7 ,CHENRES09DEL03 ,35,4.9,13.044694,80.26147,13.104694,80.32147,21-03-2022,23:10:00,23:25:00,conditions Sunny,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 18,10.3816
0x3b85 ,PUNERES05DEL03 ,25,4.6,18.543626,73.905101,18.603626,73.965101,26-03-2022,21:35:00,21:45:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 27,13.6628
0xc30b ,DEHRES17DEL02 ,35,4.7,30.327968,78.046106,30.407968,78.126106,14-02-2022,20:10:00,20:20:00,conditions Sunny,Jam ,2,Buffet ,scooter ,1,No ,Urban ,(min) 21,17.1908
0xa741 ,CHENRES01DEL02 ,33,4.8,13.005801,80.250744,13.055801,80.300744,19-03-2022,22:40:00,22:50:00,conditions Cloudy,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 16,11.1845
0xe245 ,GOARES02DEL02 ,24,4.9,15.585658,73.743606,15.715658,73.873606,12/2/2022,20:35:00,20:45:00,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 36,27.3768
0xb5a3 ,COIMBRES14DEL02 ,20,5,11.003681,76.975525,11.053681,77.025525,1/3/2022,20:10:00,20:25:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,0,No ,Urban ,(min) 12,13.0287
0x7cb0 ,BANGRES05DEL01 ,36,5,12.970324,77.645748,13.010324,77.685748,11/3/2022,16:15:00,16:20:00,conditions Cloudy,Medium ,1,Meal ,motorcycle ,0,No ,Urban ,(min) 17,7.5762
0x7f1a ,SURRES13DEL02 ,23,4.8,21.170096,72.789122,21.220096,72.839122,26-03-2022,23:45:00,23:50:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,0,No ,Urban ,(min) 16,10.3547
0x94cc ,CHENRES16DEL02 ,20,2.7,13.049645,80.242268,13.179645,80.372268,4/4/2022,22:30:00,22:35:00,conditions Sunny,Low ,1,Meal ,scooter ,2,No ,Metropolitian ,(min) 39,21.2471
0xde35 ,KOLRES01DEL03 ,34,4.8,22.514688,88.393294,22.574688,88.453294,13-02-2022,18:00:00,18:05:00,conditions Cloudy,Medium ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 15,15.303
0x6d60 ,MUMRES14DEL02 ,21,4.1,19.1813,72.836191,19.3113,72.966191,10/3/2022,18:20:00,18:30:00,conditions Cloudy,Medium ,2,Drinks ,scooter ,NaN ,No ,Metropolitian ,(min) 38,41.0936
0xc84a ,AURGRES19DEL02 ,28,4.7,19.866969,75.318894,19.886969,75.338894,13-02-2022,10:25:00,10:30:00,conditions Windy,Low ,1,Meal ,scooter ,0,No ,Urban ,(min) 18,4.3551
0x1d1f ,INDORES17DEL01 ,28,4.7,22.761226,75.887522,22.871226,75.997522,6/3/2022,20:45:00,20:55:00,conditions Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 20,23.642
0x3842 ,RANCHIRES06DEL01 ,25,4.4,23.357804,85.325146,23.427804,85.395146,18-03-2022,18:10:00,18:15:00,conditions Cloudy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 37,13.6004
0xb6b ,CHENRES09DEL02 ,29,4.8,13.044694,80.26147,13.174694,80.39147,12/3/2022,21:55:00,22:00:00,conditions Fog,Jam ,1,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 43,21.0536
0x30de ,BANGRES01DEL01 ,37,4.5,12.933284,77.615428,13.043284,77.725428,2/4/2022,21:50:00,22:00:00,conditions Stormy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 35,22.2191
0x6506 ,SURRES12DEL02 ,29,5,21.183434,72.814492,21.233434,72.864492,24-03-2022,22:20:00,22:35:00,conditions Sunny,Low ,2,Drinks ,electric_scooter ,0,No ,Urban ,(min) 24,12.7661
0x31e8 ,INDORES08DEL03 ,26,5,22.725748,75.898497,22.755747,75.928497,28-03-2022,20:10:00,20:25:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 18,5.5023
0x2d7a ,CHENRES14DEL02 ,29,5,13.026279,80.174568,13.156279,80.304568,6/4/2022,18:20:00,18:25:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 34,25.3089
0x57a9 ,PUNERES14DEL03 ,36,4.7,18.516216,73.842527,18.546216,73.872527,1/3/2022,21:35:00,21:50:00,conditions Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17,7.1515
0x99fe ,CHENRES07DEL01 ,24,4.6,13.081878,80.248519,13.121878,80.288519,15-03-2022,13:35:00,13:40:00,conditions Fog,High ,2,Snack ,scooter ,1,No ,NaN ,(min) 20,9.5182
0x4b77 ,INDORES14DEL02 ,32,4.7,22.761593,75.886362,22.811593,75.936362,7/3/2022,23:10:00,23:20:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 25,10.5887
0x6fae ,INDORES17DEL03 ,25,4.8,22.761226,75.887522,22.791226,75.917522,3/4/2022,21:55:00,22:10:00,conditions Windy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 26,6.4765
0x7975 ,JAPRES08DEL02 ,36,4.9,26.910262,75.783013,27.040262,75.913013,27-03-2022,19:45:00,19:50:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 26,26.7681
0xa6e0 ,VADRES05DEL01 ,39,4.7,22.310526,73.170937,22.320526,73.180937,1/3/2022,10:40:00,10:55:00,conditions Sunny,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 13,2.3973
0x9e95 ,BANGRES09DEL01 ,31,4,12.934179,77.615797,13.044179,77.725797,16-03-2022,18:40:00,18:50:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 48,21.5193
0x13f5 ,PUNERES08DEL01 ,34,4.9,18.53408,73.89852,18.57408,73.93852,26-03-2022,13:45:00,14:00:00,conditions Windy,High ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 28,9.2083
0x3d6b ,MUMRES19DEL02 ,27,4.9,19.131141,72.813074,19.181141,72.863074,21-03-2022,20:20:00,20:35:00,conditions Cloudy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 29,11.4848
0xb454 ,HYDRES02DEL02 ,21,4.6,17.41233,78.449654,17.43233,78.469654,17-03-2022,9:35:00,9:45:00,conditions Stormy,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 14,5.775
0x95c0 ,PUNERES11DEL01 ,25,4.2,18.533811,73.899315,18.543811,73.909315,1/3/2022,8:30:00,8:35:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0,No ,Urban ,(min) 20,2.2768
0x5cbb ,MYSRES18DEL01 ,37,4.4,12.337928,76.617889,12.407928,76.687889,27-03-2022,19:40:00,19:55:00,conditions Fog,Jam ,1,Drinks ,scooter ,2,No ,Metropolitian ,(min) 44,14.2892
0x23fd ,MUMRES14DEL03 ,28,4.3,19.1813,72.836191,19.2113,72.866191,5/3/2022,22:20:00,22:30:00,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 25,7.207
0x80c7 ,SURRES16DEL01 ,25,4.1,21.160437,72.774209,21.270437,72.884209,2/4/2022,18:55:00,19:10:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 36,20.8332
0x8341 ,HYDRES010DEL02 ,21,4.9,17.428294,78.404423,17.448294,78.424423,28-03-2022,11:50:00,12:00:00,conditions Cloudy,High ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 27,5.7898
0xa130 ,MUMRES06DEL01 ,22,4.3,19.055831,72.833984,19.125831,72.903984,27-03-2022,20:45:00,20:50:00,conditions Cloudy,Jam ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 42,14.5856
0xc522 ,LUDHRES17DEL03 ,34,3.6,30.893384,75.821202,31.033384,75.961202,18-02-2022,23:30:00,23:45:00,conditions Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 34,38.8413
0x244c ,VADRES01DEL03 ,23,4.7,22.307898,73.167788,22.367898,73.227788,3/4/2022,17:55:00,18:00:00,conditions Sandstorms,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 27,12.0375
0xc261 ,KNPRES12DEL01 ,39,4.4,26.492106,80.327797,26.602106,80.437797,16-02-2022,21:50:00,22:05:00,conditions Fog,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 41,32.4137
0x90f4 ,PUNERES16DEL02 ,31,4.8,18.536718,73.830327,18.666719,73.960327,25-03-2022,23:55:00,0:10:00,conditions Windy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 22,30.0477
0x8e79 ,CHENRES01DEL01 ,33,4.6,13.005801,80.250744,13.045801,80.290744,5/4/2022,14:20:00,14:25:00,conditions Windy,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 26,7.8263
0x72dd ,JAPRES19DEL02 ,27,4.8,26.913726,75.75282,27.043726,75.88282,4/4/2022,22:30:00,22:45:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 23,29.3525
0x1d0c ,SURRES12DEL03 ,38,4.9,21.183434,72.814492,21.273434,72.904492,2/4/2022,22:00:00,22:05:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 51,18.5765
0xc44c ,BHPRES08DEL02 ,27,4.9,23.232537,77.429845,23.312537,77.509845,18-02-2022,21:25:00,21:40:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 26,21.7294
0xcb2e ,BHPRES20DEL02 ,22,4.8,23.235123,77.398886,23.285123,77.448886,11/2/2022,21:40:00,21:50:00,conditions Cloudy,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 21,12.4662
0x1401 ,HYDRES06DEL03 ,38,4.8,17.455894,78.375467,17.545894,78.465467,6/3/2022,22:15:00,22:25:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 38,21.7002
0xd484 ,KOLRES16DEL03 ,32,4.4,22.539129,88.365507,22.599129,88.425507,17-02-2022,21:40:00,21:55:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 33,13.0669
0x3d1f ,PUNERES010DEL01 ,20,4.9,18.539299,73.897902,18.579299,73.937902,11/3/2022,15:20:00,15:30:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 23,10.6941
0xaed0 ,JAPRES15DEL03 ,26,4.9,26.891191,75.802083,26.981191,75.892083,8/3/2022,22:10:00,22:15:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 24,18.9037
0x1f8b ,PUNERES06DEL02 ,21,4.6,18.546258,73.904337,18.596258,73.954337,3/3/2022,19:00:00,19:15:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 21,11.5614
0xbd9 ,MYSRES04DEL03 ,NaN ,NaN ,12.3085,76.665808,12.3385,76.695808,3/3/2022,NaN ,17:30:00,conditions Windy,Medium ,1,Buffet ,scooter ,1,No ,Urban ,(min) 32,5.8732
0x88cd ,BANGRES20DEL01 ,26,4.9,12.972161,77.596014,13.082161,77.706014,31-03-2022,18:40:00,18:50:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 37,20.4476
