ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x3457 ,BANGRES010DEL03 ,32,4.6,12.933298,77.614293,12.993298,77.674293,5/4/2022,22:30:00,22:45:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 23
0xaa26 ,JAPRES02DEL02 ,26,4.8,26.914142,75.805704,26.964142,75.855704,26-03-2022,17:10:00,17:25:00,conditions Sandstorms,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 29
0xc89 ,BANGRES08DEL01 ,29,4.4,12.906229,77.596791,12.976229,77.666791,4/3/2022,18:45:00,18:55:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 38
0xc01a ,DEHRES13DEL02 ,NaN ,NaN ,-30.366322,-78.070453,30.386322,78.090453,15-02-2022,NaN ,9:10:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 24
0x1046 ,HYDRES14DEL01 ,35,4.6,17.426228,78.407495,17.466228,78.447495,1/3/2022,13:40:00,13:50:00,conditions Sunny,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 23
0xc5da ,KOCRES13DEL01 ,37,4.7,9.991703,76.293136,10.101703,76.403136,12/2/2022,23:30:00,23:45:00,conditions Windy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xdfcd ,AGRRES01DEL02 ,39,4.7,27.161661,78.011544,27.241661,78.091544,12/2/2022,21:10:00,21:15:00,conditions Fog,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 42
0xdddf ,BHPRES18DEL01 ,35,4.8,23.234631,77.401663,23.344631,77.511663,12/2/2022,21:25:00,21:40:00,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 46
0x400b ,MUMRES01DEL03 ,37,4.8,19.12663,72.829976,19.15663,72.859976,17-03-2022,22:25:00,22:30:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x2d67 ,CHENRES16DEL01 ,29,4.9,13.049645,80.242268,13.089645,80.282268,9/3/2022,15:45:00,15:55:00,conditions Cloudy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 13
0x307e ,SURRES03DEL01 ,35,4.9,21.186884,72.793616,21.256884,72.863616,23-03-2022,17:10:00,17:25:00,conditions Windy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 22
0xd4bd ,KOCRES02DEL02 ,25,4.9,10.028047,76.310019,10.158047,76.440019,12/2/2022,17:25:00,17:35:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 36
0x3984 ,SURRES12DEL03 ,21,4.8,21.183434,72.814492,21.273434,72.904492,18-03-2022,21:30:00,21:45:00,conditions Stormy,Jam ,1,Snack ,scooter ,0,No ,NaN ,(min) 16
0x4547 ,MYSRES03DEL03 ,26,4.6,12.299524,76.64262,12.359524,76.70262,11/3/2022,20:20:00,20:35:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 22
0x3a7e ,MYSRES20DEL01 ,25,4.5,12.337978,76.616792,12.447978,76.726792,6/3/2022,20:15:00,20:20:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x28f9 ,JAPRES13DEL02 ,21,4.5,26.846156,75.8023,26.926156,75.8823,18-03-2022,23:35:00,23:45:00,conditions Fog,Low ,2,Meal ,scooter ,1,No ,Urban ,(min) 25
0x60a1 ,HYDRES20DEL02 ,36,4.8,17.483216,78.552111,17.613216,78.682111,27-03-2022,19:10:00,19:25:00,conditions Sunny,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 22
0xd56d ,BHPRES010DEL02 ,22,4.9,23.266261,77.379605,23.316261,77.429605,11/2/2022,18:30:00,18:45:00,conditions Fog,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 19
0xb4f0 ,MYSRES12DEL01 ,29,4,12.284747,76.625861,12.354747,76.695861,27-03-2022,19:25:00,19:30:00,conditions Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 37
0xa9ad ,COIMBRES13DEL01 ,26,4.8,11.003669,76.976494,11.073669,77.046494,4/3/2022,19:40:00,19:50:00,conditions Sandstorms,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 15
0x4a28 ,SURRES16DEL02 ,20,4.8,21.160437,72.774209,21.290437,72.904209,27-03-2022,21:00:00,21:15:00,conditions Windy,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 24
0xa4aa ,SURRES14DEL02 ,38,4.2,21.157729,72.768726,21.177729,72.788726,28-03-2022,11:50:00,11:55:00,conditions Cloudy,High ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 33
0x583c ,MUMRES11DEL02 ,37,4.7,18.994237,72.825553,19.044237,72.875553,9/3/2022,21:15:00,21:20:00,conditions Sunny,Jam ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 24
0xb4d5 ,INDORES17DEL03 ,21,4.5,22.761226,75.887522,22.821226,75.947522,17-03-2022,18:35:00,18:50:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17
0xb10b ,CHENRES01DEL02 ,23,5,13.005801,80.250744,13.055801,80.300744,30-03-2022,21:35:00,21:45:00,conditions Cloudy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 25
0xa355 ,MYSRES09DEL01 ,25,4.9,12.323194,76.630583,12.393194,76.700583,20-03-2022,20:35:00,20:50:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,1,No ,NaN ,(min) 21
0xd9cd ,KOCRES02DEL02 ,34,4.2,10.028047,76.310019,10.048047,76.330019,15-02-2022,9:10:00,9:15:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25
0x70b5 ,CHENRES17DEL01 ,39,4.7,13.045479,80.23311,13.055479,80.24311,3/4/2022,10:40:00,10:55:00,conditions Fog,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 19
0x1e21 ,MYSRES06DEL01 ,34,5,12.323994,76.626167,12.363994,76.666167,3/3/2022,13:50:00,14:05:00,conditions Sunny,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25
0x5ece ,BANGRES06DEL01 ,31,3.8,12.979096,77.640625,13.049096,77.710625,23-03-2022,21:10:00,21:15:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,2,Yes ,Metropolitian ,(min) 41
0x3e12 ,HYDRES19DEL03 ,29,4.5,17.458998,78.500366,17.518998,78.560366,9/3/2022,19:00:00,19:15:00,conditions Sunny,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 18
0xb024 ,PUNERES06DEL02 ,30,5,18.546258,73.904337,18.566258,73.924337,19-03-2022,8:20:00,8:35:00,conditions Fog,Low ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 19
0x117b ,RANCHIRES01DEL01 ,34,4.7,23.416792,85.316842,23.486792,85.386842,8/3/2022,23:10:00,23:20:00,conditions Stormy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xa8ee ,VADRES11DEL03 ,20,4.8,22.308096,73.167753,22.398096,73.257753,6/3/2022,23:50:00,0:00:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 21
0xd3e0 ,AURGRES11DEL02 ,20,4.8,0,0,0.05,0.05,13-02-2022,22:40:00,22:50:00,conditions Sandstorms,Low ,2,Meal ,motorcycle ,0,No ,Urban ,(min) 10
0x1c70 ,CHENRES08DEL03 ,28,4.9,13.022394,80.242439,13.112394,80.332439,23-03-2022,17:15:00,17:20:00,conditions Sunny,Medium ,2,Drinks ,scooter ,1,No ,Urban ,(min) 18
0x1b29 ,HYDRES17DEL01 ,36,4.9,17.451976,78.385883,17.491976,78.425883,3/4/2022,13:25:00,13:40:00,conditions Stormy,High ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 29
0x6bcc ,HYDRES14DEL02 ,31,4.6,17.426228,78.407495,17.556228,78.537495,27-03-2022,19:35:00,19:50:00,conditions Sunny,Jam ,2,Snack ,scooter ,1,No ,Urban ,(min) 19
0x9b7e ,MUMRES19DEL03 ,24,4.8,19.131141,72.813074,19.221141,72.903074,31-03-2022,23:30:00,23:45:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 19
0x6b0f ,INDORES16DEL02 ,30,4.8,22.744648,75.894377,22.794648,75.944377,3/3/2022,17:50:00,18:00:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 26
0x1bbd ,PUNERES13DEL02 ,36,4.8,18.56245,73.916619,18.64245,73.996619,25-03-2022,23:10:00,23:25:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 27
0x52ab ,CHENRES03DEL03 ,30,4.8,13.091809,80.219104,13.121809,80.249104,28-03-2022,18:10:00,18:25:00,conditions Fog,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 15
0x3754 ,JAPRES07DEL03 ,39,4.5,26.766536,75.837333,26.826536,75.897333,30-03-2022,21:40:00,21:55:00,conditions Sunny,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x32ad ,JAPRES010DEL02 ,NaN ,NaN ,26.921411,75.793604,27.001411,75.873604,29-03-2022,NaN ,18:40:00,conditions NaN,NaN ,3,Meal ,scooter ,2,No ,Metropolitian ,(min) 45
0xbe03 ,COIMBRES01DEL01 ,20,4.1,11.016298,76.972076,11.086298,77.042076,6/4/2022,19:15:00,19:20:00,conditions Fog,Jam ,2,Drinks ,motorcycle ,1,No ,Urban ,(min) 42
0xcab5 ,KOCRES03DEL03 ,38,4.9,10.020683,76.310631,10.050683,76.340631,13-02-2022,22:50:00,23:00:00,conditions Stormy,Low ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 21
0x45cb ,SURRES010DEL01 ,27,4.8,21.17106,72.789292,21.24106,72.859292,6/3/2022,17:55:00,18:10:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 38
0x94c ,MUMRES18DEL03 ,NaN ,NaN ,19.1093,72.825451,19.1993,72.915451,12/3/2022,NaN ,18:05:00,conditions Cloudy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 39
0xd77d ,AURGRES02DEL01 ,31,4.8,0,0,0.01,0.01,13-02-2022,10:45:00,10:55:00,conditions Stormy,Low ,2,Drinks ,scooter ,1,No ,NaN ,(min) 28
0x4cd1 ,MYSRES05DEL02 ,23,4.7,12.323978,76.627961,12.343978,76.647961,15-03-2022,10:55:00,11:10:00,conditions Fog,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 22
0xc536 ,DEHRES03DEL03 ,35,4.6,30.335259,78.053162,30.365259,78.083162,15-02-2022,19:35:00,19:40:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x1baf ,INDORES07DEL01 ,32,4.5,22.722634,75.886959,22.732634,75.896959,19-03-2022,10:25:00,10:40:00,conditions Stormy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 20
0x94a6 ,PUNERES14DEL03 ,25,4.2,18.516216,73.842527,18.576216,73.902527,5/4/2022,21:10:00,21:25:00,conditions Sunny,Jam ,0,Drinks ,motorcycle ,2,Yes ,Metropolitian ,(min) 48
0xc898 ,BHPRES05DEL01 ,35,4.8,23.214459,77.434976,23.324459,77.544976,18-02-2022,18:50:00,19:00:00,conditions Cloudy,Medium ,1,Buffet ,scooter ,0,No ,Urban ,(min) 35
0x31f8 ,INDORES18DEL01 ,28,4.8,22.753839,75.897429,22.763838,75.907429,28-03-2022,10:35:00,10:45:00,conditions Sunny,Low ,2,Drinks ,scooter ,1,No ,Urban ,(min) 15
0xc070 ,GOARES010DEL02 ,29,5,-15.546594,73.760431,15.566594,73.780431,13-02-2022,10:35:00,10:50:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x6ced ,MYSRES01DEL02 ,32,4.7,12.311072,76.654878,12.441072,76.784878,4/4/2022,18:00:00,18:05:00,conditions Sunny,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x8f16 ,CHENRES11DEL02 ,37,4.9,13.064181,80.236442,13.084181,80.256442,21-03-2022,10:40:00,10:45:00,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 25
0x6827 ,BANGRES17DEL01 ,23,4.9,12.972532,77.608179,13.012532,77.648179,24-03-2022,14:30:00,14:40:00,conditions Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xc52e ,ALHRES20DEL01 ,20,4.7,25.454697,81.834492,25.464697,81.844492,13-02-2022,8:15:00,8:25:00,conditions Stormy,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 10
0xc36b ,AGRRES09DEL02 ,NaN ,NaN ,0,0,0.02,0.02,15-02-2022,NaN ,9:10:00,conditions NaN,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 14
0xddd7 ,KOCRES19DEL02 ,32,5,9.960846,76.293936,9.980846,76.313936,11/2/2022,11:15:00,11:20:00,conditions Sunny,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x9232 ,HYDRES010DEL02 ,23,4.9,17.428294,78.404423,17.478294,78.454423,26-03-2022,17:15:00,17:25:00,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,0,No ,Urban ,(min) 21
0xa6fa ,INDORES03DEL02 ,30,4.9,22.751857,75.866699,22.771857,75.886699,19-03-2022,11:10:00,11:25:00,conditions Sandstorms,High ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 29
0x7b01 ,INDORES13DEL02 ,23,4.8,22.745049,75.892471,22.795049,75.942471,13-03-2022,21:20:00,21:30:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 35
0x4faf ,RANCHIRES08DEL02 ,35,3.7,23.353783,85.326967,23.433783,85.406967,2/4/2022,19:45:00,19:55:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,0,Yes ,Metropolitian ,(min) 41
0x90fe ,MUMRES18DEL02 ,31,4.1,19.1093,72.825451,19.1293,72.845451,15-03-2022,9:45:00,9:50:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 32
0x5ef7 ,PUNERES06DEL02 ,32,4.2,18.546258,73.904337,18.676258,74.034337,18-03-2022,18:25:00,18:30:00,conditions Windy,Medium ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 36
0xbaa3 ,HYDRES17DEL01 ,24,4.8,17.451976,78.385883,17.461976,78.395883,11/3/2022,8:30:00,8:35:00,conditions Cloudy,Low ,2,Snack ,electric_scooter ,0,No ,Urban ,(min) 10
0x6250 ,PUNERES14DEL01 ,23,4.6,18.516216,73.842527,18.526216,73.852527,1/3/2022,9:10:00,9:20:00,conditions Sandstorms,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 18
0x8892 ,INDORES03DEL02 ,30,4.7,22.751857,75.866699,22.881857,75.996699,8/3/2022,19:20:00,19:25:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 44
0xb2e8 ,MYSRES03DEL03 ,32,4.1,12.299524,76.64262,12.359524,76.70262,1/4/2022,20:45:00,20:55:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 39
0x2b1f ,BANGRES01DEL01 ,37,4.9,12.933284,77.615428,12.973284,77.655428,26-03-2022,12:40:00,12:45:00,conditions Sunny,High ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 19
0xc9d4 ,AGRRES02DEL01 ,37,4.4,0,0,0.07,0.07,18-02-2022,18:25:00,18:35:00,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 48
0x5805 ,CHENRES12DEL01 ,22,4.7,12.972793,80.249982,13.042793,80.319982,10/3/2022,22:45:00,22:55:00,conditions Stormy,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x6870 ,VADRES04DEL03 ,28,4.7,0,0,0.03,0.03,19-03-2022,17:50:00,18:00:00,conditions Fog,Medium ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 19
0xaad2 ,VADRES11DEL02 ,30,4.6,22.308096,73.167753,22.438096,73.297753,20-03-2022,22:40:00,22:55:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 23
0xc6ff ,LUDHRES19DEL02 ,20,4.8,30.902872,75.826808,30.952872,75.876808,11/2/2022,22:30:00,22:40:00,conditions Fog,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 14
0x5794 ,HYDRES08DEL03 ,27,4.6,17.438263,78.397865,17.468263,78.427865,7/3/2022,21:35:00,21:40:00,conditions Stormy,Jam ,1,Meal ,scooter ,1,No ,NaN ,(min) 14
0xd42 ,VADRES09DEL01 ,50,6,0,0,0.01,0.01,21-03-2022,NaN ,8:35:00,conditions NaN,NaN ,3,Meal ,bicycle ,1,No ,Metropolitian ,(min) 22
0xd5d6 ,KOLRES05DEL03 ,28,4.5,22.527893,88.368628,22.557893,88.398628,13-02-2022,21:35:00,21:40:00,conditions Windy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x60a4 ,CHENRES07DEL02 ,39,4.6,13.081878,80.248519,13.131878,80.298519,13-03-2022,20:55:00,21:10:00,conditions Sandstorms,Jam ,2,Buffet ,motorcycle ,0,No ,Urban ,(min) 26
0x58bc ,RANCHIRES05DEL02 ,35,4.4,23.355164,85.324097,23.435164,85.404097,20-03-2022,20:25:00,20:40:00,conditions Fog,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 36
0x5ae8 ,PUNERES04DEL02 ,35,4.2,18.51421,73.838429,18.53421,73.858429,1/3/2022,9:00:00,9:10:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,(min) 22
0xdd25 ,KNPRES18DEL02 ,28,5,26.474133,80.3481,26.604133,80.4781,14-02-2022,23:50:00,0:05:00,conditions Stormy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 19
0xae5f ,HYDRES05DEL03 ,34,4.8,17.433809,78.386744,17.523809,78.476744,29-03-2022,20:40:00,20:55:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 37
0x647 ,BANGRES11DEL01 ,NaN ,NaN ,12.934365,77.616155,13.004365,77.686155,8/3/2022,NaN ,22:25:00,conditions Windy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 19
0x1914 ,CHENRES16DEL02 ,39,4.3,13.049645,80.242268,13.099645,80.292268,26-03-2022,19:15:00,19:25:00,conditions Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x5369 ,COIMBRES15DEL02 ,25,4.9,11.006686,76.951736,11.086686,77.031736,20-03-2022,18:40:00,18:45:00,conditions Stormy,Medium ,2,Snack ,scooter ,0,No ,Urban ,(min) 22
0xb0d ,SURRES08DEL01 ,24,2.9,21.173343,72.792731,21.243343,72.862731,10/3/2022,22:20:00,22:25:00,conditions Sunny,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 36
0x866f ,MYSRES02DEL02 ,20,4.7,12.304569,76.643622,12.434569,76.773622,6/3/2022,20:30:00,20:40:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x2e7a ,SURRES09DEL02 ,21,4.5,21.175975,72.795503,21.305975,72.925503,16-03-2022,19:25:00,19:35:00,conditions Sunny,Jam ,2,Buffet ,motorcycle ,0,No ,Urban ,(min) 15
0xc4f1 ,LUDHRES02DEL01 ,25,5,0,0,0.11,0.11,14-02-2022,20:00:00,20:05:00,conditions Sandstorms,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 25
0xb57f ,MYSRES17DEL03 ,27,4.3,12.326356,76.619103,12.416356,76.709103,18-03-2022,17:30:00,17:45:00,conditions Cloudy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 37
0x468c ,MUMRES11DEL02 ,20,4.1,18.994237,72.825553,19.124237,72.955553,2/4/2022,19:00:00,19:15:00,conditions Fog,Medium ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 34
0xdce0 ,KOCRES05DEL01 ,32,4,9.970717,76.285447,10.080717,76.395447,14-02-2022,22:45:00,22:50:00,conditions Fog,Low ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 37
0x6ed5 ,RANCHIRES07DEL02 ,22,5,23.359407,85.325055,23.379407,85.345055,15-03-2022,11:40:00,11:50:00,conditions Cloudy,High ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 27
0x12d5 ,PUNERES16DEL01 ,35,4.9,18.536718,73.830327,18.546719,73.840328,30-03-2022,12:00:00,12:05:00,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 16
0x24f0 ,SURRES010DEL02 ,34,4.4,21.17106,72.789292,21.25106,72.869292,14-03-2022,23:30:00,23:40:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 39
0x144b ,VADRES07DEL02 ,23,4.7,0,0,0.02,0.02,24-03-2022,11:20:00,11:25:00,conditions Cloudy,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x5da8 ,VADRES14DEL01 ,30,4.6,22.311603,73.165012,22.351603,73.205012,7/3/2022,13:10:00,13:15:00,conditions Windy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x5487 ,VADRES15DEL02 ,30,4.8,0,0,0.08,0.08,18-03-2022,20:10:00,20:25:00,conditions Fog,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 36
0x5962 ,MUMRES04DEL01 ,22,4.6,19.254567,72.848923,19.294567,72.888923,1/3/2022,12:30:00,12:45:00,conditions Fog,High ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 25
0x985d ,PUNERES18DEL03 ,31,3.4,18.593481,73.785901,18.683481,73.875901,8/3/2022,22:20:00,22:35:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 31
0xb716 ,HYDRES12DEL03 ,35,4.2,17.429585,78.392621,17.519585,78.482621,6/3/2022,21:15:00,21:25:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 46
0x7aee ,CHENRES17DEL02 ,39,4.9,13.045479,80.23311,13.125479,80.31311,16-03-2022,23:15:00,23:30:00,conditions Windy,Low ,0,Drinks ,motorcycle ,0,No ,NaN ,(min) 24
0x8ed4 ,COIMBRES18DEL01 ,30,4.2,11.02091,76.940432,11.03091,76.950432,9/3/2022,11:00:00,11:05:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x8c40 ,CHENRES11DEL01 ,29,4.3,13.064181,80.236442,13.074181,80.246442,17-03-2022,10:35:00,10:40:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 27
0x2e21 ,INDORES02DEL01 ,25,4.9,22.651847,75.881991,22.691847,75.921991,13-03-2022,12:25:00,12:40:00,conditions Windy,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x7bd8 ,VADRES05DEL03 ,29,5,22.310526,73.170937,22.370526,73.230937,15-03-2022,19:50:00,19:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xc2f7 ,LUDHRES12DEL02 ,23,4.6,30.893244,75.821817,30.913244,75.841817,15-02-2022,10:50:00,11:00:00,conditions Fog,Low ,2,Buffet ,electric_scooter ,0,No ,Urban ,(min) 14
0x76f5 ,HYDRES15DEL02 ,31,4.3,17.45971,78.368855,17.47971,78.388855,17-03-2022,11:50:00,11:55:00,conditions Stormy,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 38
0x8e35 ,JAPRES01DEL02 ,29,4.5,26.90519,75.810753,26.95519,75.860753,3/3/2022,18:35:00,18:40:00,conditions Cloudy,Medium ,2,Meal ,electric_scooter ,0,No ,Urban ,(min) 18
0x20ed ,SURRES16DEL01 ,27,4.9,21.160437,72.774209,21.200437,72.814209,9/3/2022,12:55:00,13:00:00,conditions Windy,High ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 18
0x3332 ,HYDRES02DEL02 ,21,4.7,17.41233,78.449654,17.49233,78.529654,2/3/2022,20:20:00,20:25:00,conditions Cloudy,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 43
0x9f5c ,HYDRES04DEL03 ,22,4.8,17.411028,78.329645,17.471028,78.389645,15-03-2022,17:20:00,17:25:00,conditions Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Urban ,(min) 28
0x96ff ,JAPRES12DEL02 ,26,4.8,26.902908,75.792934,27.032908,75.922934,2/4/2022,21:40:00,21:45:00,conditions Stormy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 15
0x75f1 ,INDORES05DEL03 ,32,4.3,22.727021,75.884167,22.817021,75.974167,8/3/2022,21:00:00,21:05:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 40
0x3046 ,COIMBRES01DEL03 ,37,4.7,11.016298,76.972076,11.106298,77.062076,2/4/2022,0:00:00,0:05:00,conditions Fog,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 25
0x8024 ,SURRES19DEL01 ,35,4.9,21.149669,72.772629,21.219669,72.842629,4/3/2022,18:55:00,19:10:00,conditions Fog,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 33
0xb0d4 ,COIMBRES14DEL02 ,20,4.7,11.003681,76.975525,11.023681,76.995525,26-03-2022,8:10:00,8:20:00,conditions Sandstorms,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 19
0x3dfd ,JAPRES17DEL01 ,21,4.1,26.892312,75.806896,26.932312,75.846896,13-03-2022,14:15:00,14:20:00,conditions Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 38
0x15fe ,MYSRES02DEL03 ,36,4.2,12.304569,76.643622,12.364569,76.703622,1/4/2022,21:45:00,21:50:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 35
0x38f7 ,INDORES16DEL02 ,30,5,22.744648,75.894377,22.824648,75.974377,20-03-2022,18:20:00,18:35:00,conditions Fog,Medium ,0,Snack ,motorcycle ,0,Yes ,Metropolitian ,(min) 44
0xaf02 ,CHENRES20DEL02 ,24,4.8,12.975996,80.221898,13.025996,80.271898,15-03-2022,22:30:00,22:40:00,conditions Cloudy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 10
0xa2b0 ,RANCHIRES12DEL01 ,21,4.9,0,0,0.07,0.07,31-03-2022,22:10:00,22:15:00,conditions Stormy,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 17
